Geneid	D35Ctrl_222_Aligned	D35Ctrl_322_Aligned	D35Ctrl_323_Aligned	D35GAF7_322_Aligned	D35GAF7_323_Aligned	D35GAG5_222_Aligned	D35GAG5_322_Aligned	D35GAG5_323_Aligned	D35RCD5_222_Aligned	D35RCD5_322_Aligned	D35RCD5_323_Aligned	D35RCG3_222_Aligned	D35RCG3_322_Aligned	D35RCG3_323_Aligned	D65Ctrl_1123_Aligned	D65Ctrl_222_Aligned	D65Ctrl_423_Aligned	D65GAF7_222_Aligned	D65GAF7_423_Aligned	D65GAG5_423_Aligned	D65GA_1123_Aligned	D65RCD5_423_Aligned	D65RCG3_222_Aligned	D65RCG3_423_Aligned	D65RC_1123_Aligned
PHF13	1348	1525	1330	1104	1005	1208	863	1128	1296	1078	950	1452	1464	1319	1265	967	1343	1599	966	887	820	1110	987	1344	1088
THAP3	380	542	365	458	523	322	592	558	339	613	513	312	454	463	880	305	916	466	598	538	600	841	227	903	489
DNAJC11	1474	1483	1200	917	754	1395	611	991	1582	583	676	1462	1327	940	598	1021	566	1592	626	581	347	688	1042	849	986
LINC01672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMTA1-DT	29	46	20	13	15	18	15	26	19	7	18	31	30	12	13	12	7	12	14	14	15	17	4	10	17
CAMTA1	1732	3150	3803	2701	2837	1745	2744	2920	1891	2270	2383	1722	2723	3059	3224	2556	3601	4357	2786	3319	2788	3301	1342	4368	3549
LOC124903832	33	46	73	42	93	46	64	84	25	56	74	37	62	57	44	55	61	94	51	70	85	86	22	66	68
CAMTA1-AS3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	1
CAMTA1-IT1	4	2	10	3	11	9	4	8	0	5	5	5	4	1	3	4	4	5	4	7	3	8	3	9	11
CAMTA1-AS2	0	1	0	0	0	0	0	3	0	1	0	6	1	0	1	0	1	1	3	1	1	0	1	1	2
CAMTA1-AS1	0	0	2	1	0	2	3	3	0	0	1	0	1	1	0	2	1	0	0	0	0	6	0	1	0
LOC105376691	0	1	6	1	1	0	1	3	1	0	0	2	2	2	2	5	3	4	5	3	0	0	0	2	2
LOC105376689	211	723	1042	564	700	169	789	751	181	456	648	114	434	827	447	474	764	669	468	637	340	515	124	685	797
VAMP3	1530	695	566	1331	870	1566	940	713	1468	1039	683	2807	1824	1100	859	1531	762	2336	647	536	648	891	2088	892	525
PER3	292	668	717	589	631	255	480	828	384	367	651	286	493	864	889	339	804	599	859	606	603	1082	268	1082	552
LOC124903833	3	9	22	5	22	7	29	12	9	39	22	5	12	16	50	5	43	15	35	30	35	90	6	51	19
UTS2	7	1	1	0	0	2	5	1	5	0	0	16	0	0	0	3	0	3	0	1	0	0	7	0	0
TNFRSF9	526	15	1	47	14	413	18	1	305	31	10	1788	119	5	5	103	3	264	1	0	2	4	681	0	0
PARK7	4667	4577	3696	4326	3008	4438	2925	3355	4473	2782	2705	5210	4730	3602	3338	3240	3331	5230	2785	2567	2844	3259	3793	3772	3520
LOC124903834	22	17	27	14	16	39	18	17	32	3	11	63	22	13	18	14	19	26	11	18	32	13	16	28	48
ERRFI1	1455	777	843	861	803	2074	944	669	1526	1059	698	4852	1699	866	869	897	728	2763	496	594	692	780	1938	877	703
ERRFI1-DT	5	19	12	8	9	1	7	9	8	10	12	13	12	15	2	8	1	9	5	13	3	1	1	8	6
LOC107984915	0	2	2	0	0	1	0	1	0	0	0	9	0	0	1	1	0	0	0	2	0	0	0	1	0
LINC01714	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105376695	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	5	0	0	0
LOC124903835	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC45A1	112	400	268	230	216	82	169	236	71	120	192	108	201	282	403	207	230	285	260	387	278	339	103	402	419
RERE	5842	8872	8266	8297	7702	8044	7109	7018	5536	6661	6169	7989	8829	8859	6558	7128	5895	15183	4985	4692	4515	5500	6297	6581	6041
RERE-AS1	1	1	6	1	4	5	3	7	1	2	5	4	11	1	4	1	2	9	0	6	4	0	1	0	7
SNORD128	0	0	0	1	4	0	1	2	1	0	2	4	2	0	2	5	2	4	0	2	1	1	1	0	0
LOC124900452	0	9	2	0	0	1	0	2	0	1	2	1	0	2	3	0	0	1	1	3	2	0	0	2	0
ENO1	45975	31460	18418	31146	26838	46353	23098	26881	57949	18980	23986	42520	33499	23927	11047	26523	29942	39202	9389	10978	5852	9609	32503	13184	19933
MIR6728	0	0	0	0	4	0	0	1	0	0	4	0	1	0	0	2	4	1	0	1	0	0	1	0	0
ENO1-AS1	29	21	14	33	23	14	13	14	19	12	11	12	26	15	8	18	13	27	11	13	7	17	19	14	8
LOC112268261	0	0	0	0	0	1	1	0	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0
CA6	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	1	1	0	1	0	0
SLC2A7	0	0	0	3	0	0	1	0	0	2	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1
SLC2A5	3	31	16	173	8	6	6	12	1	19	15	5	102	81	16	4	1	3	18	18	27	81	11	15	27
LOC124900441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR157	91	82	69	135	101	149	113	132	159	131	118	199	182	120	314	115	223	170	293	294	227	315	116	433	146
MIR34AHG	421	180	176	423	674	237	805	451	4	119	143	627	519	532	311	469	319	1157	481	264	372	211	561	511	231
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNCTAM34A	82	37	20	94	99	38	98	57	5	23	21	88	104	79	34	78	33	248	52	39	23	33	70	44	19
H6PD	1003	2690	2042	3727	2407	1169	2118	2632	1191	2430	2263	1833	4134	3418	1641	1227	1997	2720	1711	1628	1410	2080	2221	2463	1978
LOC124903836	6	12	19	5	9	6	7	4	2	4	8	16	23	14	19	15	18	11	19	9	6	15	4	17	17
SPSB1	132	84	91	269	85	725	162	73	253	322	113	1728	1238	156	398	171	209	852	190	308	247	237	1677	355	256
LINC02606	26	36	22	36	46	31	27	31	33	23	26	25	41	85	12	26	12	49	28	10	14	14	32	17	31
SLC25A33	649	573	497	423	372	639	244	358	944	240	305	790	521	484	262	416	393	763	330	241	393	383	453	409	512
TMEM201	1315	1367	1028	1253	733	1347	711	923	1477	646	647	1877	1455	1244	879	1035	791	1664	881	792	879	870	953	1061	1003
LOC124903837	11	12	14	16	12	11	10	18	17	14	18	14	13	18	65	11	45	13	39	40	87	46	1	65	9
PIK3CD	459	358	351	460	538	611	421	414	221	322	413	916	637	535	1684	1134	1312	1617	1129	1486	1102	1481	1023	2043	1254
LOC105376712	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS1	0	0	0	2	0	0	0	0	2	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0
PIK3CD-AS2	37	39	10	45	29	47	27	43	40	39	34	26	37	54	50	37	25	44	21	12	27	31	39	41	25
LOC124903839	1	0	0	0	0	0	0	1	0	3	0	6	1	0	0	1	0	4	0	0	1	1	1	1	0
CLSTN1	8028	14182	11314	13367	12192	8191	10140	11793	7494	11275	10512	8537	11557	14041	16857	13001	16076	18907	13482	15412	12402	16702	11950	18717	11532
CTNNBIP1	1223	1993	1450	1445	1558	891	1183	1413	1236	1003	1071	881	1664	1498	1243	1749	1211	1939	1095	992	851	1126	993	1311	1526
LOC105376717	3	0	8	0	1	1	1	3	6	0	4	1	2	7	2	1	3	4	1	2	3	4	5	3	10
LOC124903838	7	6	7	6	6	4	3	5	9	4	4	7	5	3	5	14	11	15	2	7	5	14	4	10	4
LZIC	1426	2451	2186	1642	1686	1433	1638	1911	1458	1197	1426	1741	1807	1767	1932	1233	1774	1914	1630	1760	1173	1642	1013	2241	2250
NMNAT1	360	295	299	487	429	362	354	391	370	335	334	549	570	483	307	396	210	642	247	220	252	271	570	305	247
TMEM274P	2	4	1	0	1	4	3	5	0	7	2	2	1	3	2	6	4	10	0	1	3	2	4	1	2
MIR5697	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	4	0	0	0	2	0	0	2
LOC124903840	0	0	1	7	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0
RBP7	10	3	4	4	1	40	3	1	15	5	2	187	10	2	17	12	2	14	4	8	1	7	49	1	1
UBE4B	2676	2942	2612	2742	2707	3100	2057	2707	2530	1902	2135	4553	3238	2742	2412	2715	2271	4053	1960	1913	1531	2385	3259	2537	2118
KIF1B	15854	23147	22701	12192	21602	11850	15587	21418	15138	10799	15945	7609	12997	18966	21724	14811	20324	22874	21280	23582	15301	23055	5731	31436	22079
PGD	10273	10949	8351	8341	7001	9183	5054	7848	10400	5053	6097	9730	8071	8082	5153	7356	6469	10636	5303	4651	3710	4784	7825	6418	6785
CENPS-CORT	12	5	5	7	4	2	2	7	1	5	2	5	6	10	6	2	6	4	6	4	4	1	0	5	10
CENPS	65	28	42	40	19	45	23	30	79	20	32	50	73	38	26	41	21	59	17	16	19	19	23	23	41
CORT	5	22	26	16	23	5	6	10	7	15	17	17	14	16	25	15	23	19	27	11	20	33	5	30	17
DFFA	2789	2574	2063	2833	2198	2850	2035	2217	3196	1877	1861	3726	2951	2593	2158	2386	1852	3730	1748	1491	1421	2041	2469	2251	1803
PEX14	754	812	627	896	672	685	729	628	756	783	622	787	839	721	784	569	697	989	633	655	704	784	660	888	599
CASZ1	479	745	530	1083	862	681	1063	1049	567	1444	1218	610	996	1756	599	196	827	362	667	338	625	682	591	739	307
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376735	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	2	3	1	4	1	0	3	6	4	8	8	5	2	6	2	2	3	0	3	0	1	4	0	4	0
TARDBP	7715	7005	7365	4860	5701	6708	5459	6727	7508	4811	5523	8311	7179	6637	4222	4512	5258	7391	4159	3766	3768	4804	4174	5090	5891
MASP2	121	160	242	178	190	83	210	210	88	189	207	81	233	239	221	137	251	176	197	234	198	247	109	239	200
SRM	2947	2360	1705	1623	1167	3374	896	1191	3617	1059	985	4043	2146	1400	1523	1739	1672	2633	1217	1220	1264	1481	2507	1789	1591
EXOSC10	2920	2899	2818	1929	2292	2384	1968	2461	2771	1625	2159	2829	2796	2581	1428	1928	1876	2786	2001	1754	1643	2153	1885	2428	2272
EXOSC10-AS1	14	4	1	6	2	5	0	1	6	1	3	9	5	5	1	5	0	2	0	1	2	1	9	1	1
MTOR	3785	4796	4149	3704	3338	3578	2675	3737	4332	2927	2613	4601	4428	3886	3384	3179	2006	5103	2647	2515	2292	3641	3260	3476	3288
MTOR-AS1	1	3	5	0	0	2	1	0	3	1	4	1	5	1	0	4	2	5	1	6	6	2	2	5	2
LOC124904848	0	0	0	0	0	0	0	0	0	1	0	3	1	1	2	0	1	0	0	0	0	0	0	0	0
ANGPTL7	13	3	7	86	21	77	10	12	6	4	13	1908	23	30	9	8	9	26	7	5	8	20	1957	4	11
UBIAD1	801	1084	999	730	832	782	659	802	776	587	616	972	789	823	1027	583	957	996	762	814	776	873	558	1084	842
LOC105376737	5	0	2	2	4	5	5	1	0	4	7	0	0	2	9	2	1	3	5	2	1	2	0	6	2
LOC105376739	0	5	0	1	1	0	0	3	1	1	0	2	0	1	0	1	0	6	0	3	0	0	3	0	2
LOC105376740	3	4	3	13	5	3	1	4	5	9	3	0	1	4	22	4	20	5	18	30	31	25	2	18	9
LOC124903841	0	3	2	4	2	0	1	6	0	3	4	0	1	2	8	0	9	0	13	8	9	11	0	9	2
DISP3	273	1859	2050	661	1372	568	1020	1356	307	951	1215	151	802	1242	4370	327	4084	964	2586	2335	2155	4196	157	3655	3141
LOC124903842	6	27	43	2	8	7	8	13	5	3	6	0	7	14	24	8	45	20	21	19	9	30	1	25	32
LINC01647	2	0	0	0	0	0	1	0	2	0	1	2	0	0	6	0	7	0	1	5	12	3	0	4	1
FBXO2	40	173	103	370	178	115	159	133	46	224	128	138	797	353	458	283	259	610	339	586	299	479	256	484	340
FBXO44	435	1170	1299	1256	1131	407	959	1159	275	949	1147	472	1207	1500	1590	1096	1887	1442	1312	1560	1178	1442	639	1715	1553
FBXO6	63	160	158	261	147	72	175	159	65	193	153	86	164	147	160	97	211	129	124	175	184	216	86	211	89
MAD2L2	1820	3039	2027	2380	2043	1959	1737	2175	1916	1982	1936	1462	2175	2271	1812	1240	2204	2009	1762	1547	1273	2232	1187	2045	1949
DRAXIN	1496	6018	4992	3082	4704	3877	3434	4495	1132	2426	3378	287	2646	5352	12216	2171	8223	4385	8166	11227	8999	9429	711	11029	6560
AGTRAP	942	683	357	1683	594	830	598	644	931	973	540	660	1180	1078	244	689	186	1136	156	131	177	347	762	269	227
C1orf167	4	2	0	3	1	0	4	1	1	4	3	3	4	3	11	3	4	0	5	8	5	5	0	5	0
C1orf167-AS1	0	0	0	1	1	1	0	0	0	0	0	5	0	0	2	0	2	0	2	0	3	0	0	0	2
MTHFR	800	1919	2048	2365	2620	866	2162	2486	864	2095	2196	926	1793	2707	2926	1049	3467	1788	3116	3912	2589	3840	866	3838	2174
CLCN6	1947	2541	3324	1891	3912	1613	3332	3558	1791	3490	3225	2106	2084	3175	4361	2031	6474	3368	4106	4792	4408	5964	1425	4922	3026
NPPA-AS1	53	13	23	6	23	34	14	11	52	15	15	33	24	31	9	16	7	55	6	10	4	12	36	3	20
NPPA	48	37	47	26	48	34	23	57	60	20	50	63	42	42	39	38	39	96	47	35	16	79	52	46	59
NPPB	694	13	4	122	0	2101	3	0	1094	49	4	2896	582	0	1	126	3	4801	1	1	3	2	3606	0	3
RNU5E-1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	0
LOC124903843	8	3	4	2	3	3	1	1	0	0	1	5	1	4	0	3	3	6	0	5	2	7	4	3	3
KIAA2013	2159	1680	1208	2606	1537	2263	1653	1422	2367	2063	1289	3256	2554	1942	1472	1834	1295	2975	1014	1097	1192	1528	2528	1548	1145
PLOD1	1807	1059	587	2960	1544	2865	1507	1324	2065	2285	1231	4812	4913	2494	1064	3152	1612	5990	650	835	688	1170	7676	1274	621
MFN2	4418	4694	3629	3901	3283	3948	3567	3149	4726	3441	2657	4762	4254	3195	4048	3083	3488	5103	3238	3353	3361	4030	3545	4461	3297
MIIP	785	1243	1046	971	1129	708	1076	1083	928	922	980	777	1116	993	1140	767	1503	1152	1051	950	1154	1140	505	1261	977
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	1	1	1	1	0	0	0	4	0	1	2	6	3	0	4	3	2	0	1	0	9	0	0	2	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	9	2	0	0	5	6	21	0	62	14	8	7	16	0	9	4	1	15	5	4	12	6	5	6	3
LOC124903844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	1814	3344	3204	2305	2741	1791	2313	2877	1681	2346	2184	1883	2727	3008	3064	2588	3337	3907	2927	3044	2564	3656	2295	4332	2748
LOC124903845	3	0	3	2	1	1	4	5	0	9	7	1	2	10	10	0	15	11	11	13	17	10	0	10	1
SNORA59A	2	6	5	2	13	5	12	5	2	25	9	11	4	6	20	1	15	4	11	9	19	15	9	26	7
LINC02766	0	0	2	2	2	2	0	0	2	3	2	3	3	1	0	0	0	1	0	0	3	0	2	1	2
DHRS3	36	1572	1424	296	113	987	212	179	28	402	138	2696	1727	283	158	70	502	1230	176	108	76	327	6342	286	263
MIR6730	0	6	3	1	0	1	1	0	0	0	1	5	2	0	0	0	2	2	0	0	0	0	6	0	0
AADACL4	0	2	1	1	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0
LOC124903846	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
AADACL3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904811	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP107	3	21	3	104	4	5	6	19	5	35	17	4	87	68	0	5	1	12	1	0	1	0	3	2	1
PRAMEF12	1	1	1	1	0	0	1	0	0	1	0	1	0	0	7	0	1	2	14	2	3	0	0	0	0
PRAMEF1	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
PRAMEF20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
LRRC38	1	0	2	0	1	0	0	0	1	0	0	13	1	0	0	1	0	0	0	0	0	0	8	0	0
LOC102724856	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	2068	888	780	3167	505	2785	517	385	2569	885	451	3973	2627	1171	262	5109	322	5873	142	138	193	393	1892	215	38
LOC105378612	2	0	0	1	0	0	2	1	0	4	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0
LOC105376756	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	2
LOC124900446	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
PRDM2	1992	3146	3110	2227	2445	1946	2068	2463	1861	1550	1925	2634	2793	2324	2398	1909	2587	3456	2303	2625	1639	2341	1527	3032	2970
KAZN	1240	2295	1908	2111	1377	1427	1138	1705	1097	1110	1109	2208	2094	1826	3729	1248	2890	2433	2840	5237	2719	2949	1411	3497	3948
LOC107985467	12	13	9	5	5	5	8	11	5	4	4	63	7	4	31	4	20	4	11	36	17	35	11	10	3
LOC124903847	1	1	7	1	1	16	1	3	2	5	1	75	7	0	10	2	9	12	10	14	14	12	22	16	2
KAZN-AS1	2	3	3	0	0	0	0	0	2	0	0	1	0	2	2	0	2	3	3	2	1	1	0	3	0
LOC124903850	1	2	2	2	0	0	0	1	1	1	2	1	0	1	4	3	1	3	1	3	5	3	0	4	1
LOC105376759	1	0	0	0	0	4	2	2	0	0	0	6	1	2	5	2	1	4	2	8	9	4	0	3	7
LOC124903848	43	25	35	24	21	42	19	26	40	17	11	86	47	29	49	21	38	69	42	80	77	56	33	39	112
LOC107985469	4	3	4	1	0	3	0	2	1	1	1	12	1	0	1	0	1	1	6	2	2	1	1	3	10
LOC124903849	1	2	1	0	0	0	0	6	2	0	0	5	2	0	0	4	1	0	0	2	0	3	4	1	5
TMEM51-AS1	6	6	20	23	21	7	11	19	7	13	16	4	31	16	14	16	25	40	24	29	14	12	14	47	24
TMEM51	305	187	126	151	113	184	147	133	329	139	110	134	344	144	98	202	95	395	121	98	65	140	203	147	130
TMEM51-AS2	3	0	1	0	0	2	0	0	2	0	1	0	0	2	2	2	4	2	0	0	1	0	1	0	1
FHAD1	124	90	33	564	184	43	227	182	122	262	159	5	237	319	24	25	26	50	29	12	31	59	3	41	22
LOC124903853	1	0	0	0	1	2	4	2	1	2	5	0	0	1	1	0	1	0	0	3	0	0	0	1	0
LOC124903852	3	2	0	11	13	2	20	3	5	10	4	0	8	11	5	2	1	1	3	0	2	3	0	0	0
FHAD1-AS1	8	4	3	2	8	6	4	13	11	13	10	0	8	12	2	2	2	6	4	1	1	1	3	2	1
LOC124903851	2	4	1	15	10	3	6	7	3	7	6	4	3	1	2	5	7	2	1	4	4	2	0	1	1
EFHD2-AS1	5	4	11	20	13	4	10	10	6	17	9	4	19	11	4	4	3	4	4	2	5	3	1	1	5
EFHD2	1177	2207	1667	1249	821	1025	952	1189	1018	958	961	1404	1295	1203	950	706	888	1094	935	643	601	962	1305	815	1326
CTRC	4	8	10	13	18	2	10	12	2	31	5	5	5	14	10	3	19	12	7	9	9	7	2	9	13
CELA2A	1	6	0	4	7	1	20	2	0	13	7	0	1	8	27	2	24	1	14	16	24	21	1	18	4
LOC105376767	1	3	1	4	12	2	12	2	1	19	4	3	2	2	22	2	18	2	13	10	19	18	0	20	0
CELA2B	6	11	21	24	18	5	47	19	4	42	22	3	20	36	44	17	26	20	22	25	26	27	4	28	9
CASP9	348	436	292	498	365	233	355	375	250	418	302	357	469	449	267	290	363	421	278	305	262	291	288	415	371
DNAJC16	699	556	578	674	589	648	528	580	653	506	502	812	967	720	658	728	520	1157	486	586	500	550	686	867	685
SCARNA21B	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0
AGMAT	26	9	10	16	3	22	4	9	33	11	2	29	46	10	4	6	8	27	3	11	5	7	25	1	14
LOC124903854	10	5	8	11	6	3	7	6	10	10	6	1	9	7	0	7	1	6	3	4	3	1	4	7	3
DDI2	1465	1000	1126	834	1067	1222	970	1098	1620	964	957	1755	1264	1028	1452	882	1368	1277	994	1067	1089	1256	926	1500	932
RSC1A1	2	3	4	1	2	0	3	0	1	7	2	2	0	1	7	1	12	2	5	4	4	9	1	2	4
PLEKHM2	2066	2919	2266	2982	2506	2071	2461	2485	2194	2448	2059	3127	3018	2656	2751	2361	2749	3761	2326	2162	1775	2779	2364	2884	2203
SLC25A34	38	80	153	48	91	31	54	88	41	29	88	53	112	121	47	92	61	126	49	45	35	55	44	54	127
SLC25A34-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TMEM82	1	2	1	1	0	1	0	0	1	1	0	0	6	0	1	0	0	0	0	1	1	0	0	1	0
FBLIM1	384	312	489	228	265	1383	117	354	472	124	208	4912	2256	441	802	1874	472	3884	687	750	631	613	6763	1008	771
UQCRHL	56	60	70	67	48	50	46	63	41	41	59	57	65	61	46	42	71	73	47	51	46	57	36	66	57
SPEN-AS1	205	436	418	302	371	180	300	386	207	320	335	191	315	397	286	182	330	349	294	305	135	292	179	298	318
SPEN	5073	10464	9949	5767	7815	4760	5777	8848	4434	5278	6250	6243	6430	7788	7064	4942	9598	8464	6971	6604	4972	7879	3703	9348	7464
LOC124904815	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0
ZBTB17	789	1819	1531	1162	1371	674	1141	1335	691	984	1161	894	1312	1263	1370	877	1395	1408	1124	1068	909	1128	725	1460	1440
LOC124903855	81	125	119	42	61	63	33	98	43	22	55	100	113	64	32	74	60	124	48	62	26	67	38	51	136
SRARP	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	5	0	0	0
HSPB7	4	0	0	5	4	1	4	1	0	5	1	42	46	13	4	0	0	4	2	1	1	4	67	0	1
CLCNKA	2	0	0	28	2	0	12	7	0	15	7	5	16	28	6	0	2	8	5	2	10	6	0	9	0
CLCNKB	18	7	3	33	25	11	48	20	22	62	23	23	47	19	79	12	24	13	13	19	66	45	18	28	8
FAM131C	25	60	67	58	78	25	89	93	25	68	103	19	45	76	403	38	168	64	270	232	249	304	19	325	110
EPHA2	5811	998	580	3314	2432	6361	4602	1197	3669	2633	1005	15372	5533	1877	2675	6440	1832	13751	2674	1349	3195	2095	9278	2481	621
EPHA2-AS1	24	13	8	18	11	37	29	12	24	16	17	73	38	16	13	24	6	69	7	1	8	2	77	13	6
ARHGEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ANO7L1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPLANE2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO42	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SZRD1	78	54	42	41	66	76	36	34	65	45	24	66	67	52	25	47	21	59	18	24	16	25	47	19	43
SPATA21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NECAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
